ID_ALUNO;REGIAO;UF;SEXO;COR_RACA;IDADE;MORA_MAE;MORA_PAI;MERENDA;FOME;CIGARRO;ALCOOL;DROGAS
11951;1;14;2;4;16;1;2;5;1;2;1;2
11952;1;14;1;4;14;1;1;1;1;1;2;2
11953;1;14;2;4;14;1;1;3;1;2;1;2
11954;1;14;1;4;14;2;2;5;1;1;1;2
11955;1;14;2;4;13;1;1;4;1;2;2;2
11956;1;14;2;1;16;1;1;-1;2;1;1;1
11957;1;14;2;4;14;1;2;4;1;2;2;2
11958;1;14;2;2;14;1;2;-1;3;2;1;2
11959;1;14;1;1;13;1;1;2;1;2;1;2
11960;1;14;2;4;14;1;1;4;1;2;2;2
11961;1;14;2;1;14;1;2;5;2;2;2;2
11962;1;14;1;4;14;1;1;5;1;2;2;2
11963;1;14;1;5;15;2;1;4;3;1;1;1
11964;1;14;1;1;13;1;1;-1;1;2;1;2
11965;1;14;2;1;14;1;1;2;2;2;2;2
11966;1;14;1;1;13;2;1;1;1;1;1;2
11967;1;14;1;4;15;1;2;5;1;2;1;2
11968;1;14;1;2;14;2;2;5;1;2;2;1
11969;1;14;2;4;15;1;1;5;1;2;1;2
11970;1;14;2;1;14;1;2;5;1;2;1;2
11971;1;14;2;1;13;1;1;4;3;2;2;2
11972;1;14;2;1;15;1;2;4;1;2;2;2
11973;1;14;1;5;14;1;1;4;1;1;1;2
11974;1;14;1;4;14;2;1;5;1;1;1;1
11975;1;14;2;4;16;1;1;4;1;1;1;1
11976;1;14;2;5;14;1;2;5;1;1;1;2
11977;1;14;2;4;13;1;1;5;1;2;1;2
11978;1;14;1;4;14;1;2;-1;1;1;1;1
11979;1;14;1;1;13;1;2;5;1;2;2;2
11980;1;14;2;4;13;1;1;-1;1;2;1;2
11981;1;14;1;4;12;1;1;4;1;2;2;2
11982;1;14;2;4;13;1;1;4;1;2;2;2
11983;1;14;1;4;14;2;2;5;1;2;1;2
11984;1;14;1;4;14;1;1;-1;1;2;1;2
11985;1;14;1;1;13;1;1;4;2;2;2;2
11986;1;14;2;1;14;1;1;5;1;2;2;2
11987;1;14;2;1;13;1;1;4;1;2;2;2
11988;1;14;2;2;14;1;1;4;3;1;1;1
11989;1;14;2;4;14;2;2;4;3;2;1;2
11990;1;14;2;4;14;1;2;5;1;2;2;2
11991;1;14;2;4;13;1;1;5;1;2;2;2
11992;1;14;2;1;13;1;1;5;1;2;2;2
11993;1;14;2;4;14;1;1;4;3;2;1;2
11994;1;14;1;2;14;1;1;4;1;2;2;2
11995;1;14;2;4;14;1;1;5;1;2;1;2
11996;1;14;1;4;14;1;1;3;3;2;1;2
11997;1;14;2;1;13;1;1;5;5;1;1;2
11998;1;14;2;2;13;1;2;5;1;2;1;2
11999;1;14;1;4;13;1;1;1;1;2;1;1
12000;1;14;1;4;14;1;1;5;1;2;2;2
12001;1;14;2;4;14;1;1;5;1;2;2;2
12002;1;14;2;1;13;1;1;5;1;2;2;2
12003;1;14;1;4;13;2;1;5;1;2;1;2
12004;1;14;2;1;14;1;1;5;1;2;1;2
12005;1;14;2;1;14;1;2;-1;2;2;2;2
12006;1;14;2;1;14;2;1;5;1;2;2;2
12007;1;14;2;1;14;1;1;5;1;2;2;2
12008;1;14;1;1;14;1;2;5;1;2;1;2
12009;1;14;2;4;14;1;1;5;1;2;1;2
12010;1;14;2;4;13;1;2;5;1;2;2;2
12011;1;14;1;2;15;1;1;3;1;2;1;2
12012;1;14;1;4;13;1;1;5;1;2;2;2
12013;1;14;1;4;14;1;2;4;3;2;2;2
12014;1;14;1;1;14;1;1;2;1;2;2;2
12015;1;14;2;4;14;1;1;1;1;2;2;2
12016;1;14;2;4;14;1;2;5;2;1;1;2
12017;1;14;2;1;14;1;1;5;1;2;2;2
12018;1;14;2;3;14;1;1;-1;1;2;2;2
12019;1;14;1;1;14;1;1;5;1;2;1;2
12020;1;14;2;1;14;1;1;4;3;2;1;2
12021;1;14;2;4;14;2;2;1;1;2;1;2
12022;1;14;1;4;14;1;1;5;1;2;1;2
12023;1;14;2;4;13;1;1;3;1;2;2;2
12024;1;14;2;4;13;2;1;4;1;2;2;2
12025;1;14;1;4;14;1;1;5;1;2;2;2
12026;1;14;1;4;14;1;1;4;2;2;1;2
12027;1;14;2;4;14;2;2;1;3;1;1;1
12028;1;14;2;4;14;1;1;4;1;2;1;2
12029;1;14;1;4;14;1;1;-1;1;2;1;2
12030;1;14;2;4;14;1;1;5;3;2;2;2
12031;1;14;2;4;15;1;1;1;2;2;1;2
12032;1;14;1;4;13;1;2;4;2;1;1;2
12033;1;14;2;4;14;1;1;5;2;2;2;2
12034;1;14;1;4;13;1;1;3;2;2;2;2
12035;1;14;1;1;14;2;1;5;1;2;1;2
12036;1;14;1;4;14;2;2;5;1;2;1;2
12037;1;14;1;1;14;1;2;5;1;2;2;2
12038;1;14;2;4;12;1;1;5;1;2;1;2
12039;1;14;1;5;15;1;2;2;3;2;2;2
12040;1;14;1;4;14;1;2;5;3;1;1;1
12041;1;14;1;3;15;2;2;-1;3;1;1;1
12042;1;14;1;4;14;1;2;4;1;2;1;2
12043;1;14;2;5;13;1;2;4;1;1;2;2
12044;1;14;1;4;16;1;2;2;3;1;2;2
12045;1;14;2;4;13;1;2;-1;1;2;2;2
12046;1;14;1;4;15;1;1;1;3;1;1;1
12047;1;14;1;4;13;1;2;4;2;2;1;1
12048;1;14;1;4;14;1;1;-1;1;2;2;1
12049;1;14;1;2;13;1;1;5;1;1;1;2
12050;1;14;2;1;14;1;2;5;3;1;1;2
12051;1;14;2;4;12;1;1;5;1;1;1;2
12052;1;14;2;2;14;1;2;4;3;2;1;2
12053;1;14;2;2;15;1;1;4;2;2;1;2
12054;1;14;1;1;15;1;1;5;3;2;1;2
12055;1;14;2;2;16;1;1;4;1;2;2;2
12056;1;14;1;4;14;1;1;-1;1;1;1;2
12057;1;14;2;4;14;1;1;3;2;2;2;2
12058;1;14;2;2;15;1;1;4;3;1;1;2
12059;1;14;2;4;14;1;1;4;1;2;1;2
12060;1;14;2;4;13;2;2;5;2;2;2;2
12061;1;14;2;4;14;1;1;4;3;2;1;2
12062;1;14;2;1;14;1;1;-1;1;1;1;1
12063;1;14;1;4;14;1;1;-1;2;2;1;2
12064;1;14;2;2;13;1;1;-1;1;2;1;2
12065;1;14;2;1;14;1;1;-1;1;2;1;2
12066;1;14;1;4;13;1;1;-1;1;2;1;2
12067;1;14;2;4;14;1;1;-1;2;2;1;2
12068;1;14;1;1;14;1;1;-1;1;2;2;2
12069;1;14;2;1;14;1;1;-1;1;2;2;2
12070;1;14;2;4;15;1;1;-1;1;2;1;2
12071;1;14;1;4;14;1;1;-1;2;2;1;2
12072;1;14;1;1;13;1;1;-1;1;2;2;2
12073;1;14;1;4;14;1;2;-1;1;2;2;2
12074;1;14;1;1;14;1;2;-1;1;2;1;2
12075;1;14;1;1;14;2;1;-1;1;2;2;2
12076;1;14;1;1;14;1;1;4;1;2;2;2
12077;1;14;1;1;14;1;2;-1;1;1;1;1
12078;1;14;1;4;14;1;1;1;1;2;2;2
12079;1;14;1;1;14;1;1;5;1;2;1;2
12080;1;14;1;4;13;2;2;-1;3;2;1;1
12081;1;14;1;5;14;1;1;-1;1;2;2;2
12082;1;14;1;4;13;1;1;-1;2;2;2;2
12083;1;14;1;1;15;1;2;-1;1;1;1;2
12084;1;14;1;1;14;1;1;-1;1;2;2;2
12085;1;14;2;1;14;1;1;5;1;2;2;2
12086;1;14;2;1;14;1;2;-1;2;2;1;2
12087;1;14;2;4;14;1;2;-1;3;1;1;2
12088;1;14;2;1;14;1;1;4;1;2;2;2
12089;1;14;2;4;15;1;2;-1;3;1;1;1
12090;1;14;1;1;14;2;1;-1;4;1;1;1
12091;1;14;2;1;13;1;1;-1;1;2;2;2
12092;1;14;2;4;14;1;1;1;1;1;1;2
12093;1;14;1;1;14;2;2;-1;1;1;1;2
12094;1;14;2;1;13;1;1;-1;2;2;2;2
12095;1;14;2;1;14;1;1;-1;2;2;1;2
12096;1;14;1;4;13;1;1;-1;1;2;1;2
12097;1;14;1;1;14;1;1;-1;1;2;1;2
12098;1;14;1;1;14;1;1;-1;2;2;2;2
12099;1;14;2;4;15;2;1;-1;1;2;1;2
12100;1;14;1;1;14;1;1;4;1;2;2;2
12101;1;14;1;4;15;1;1;1;3;2;1;2
12102;1;14;2;4;13;1;1;4;1;2;2;2
12103;1;14;2;4;14;1;1;4;1;2;1;2
12104;1;14;1;4;14;1;2;4;1;2;1;2
12105;1;14;2;1;13;1;2;1;1;2;2;2
12106;1;14;2;4;13;1;1;2;3;1;1;2
12107;1;14;1;2;16;1;1;-1;2;1;1;1
12108;1;14;1;1;14;1;2;-1;1;2;1;2
12109;1;14;2;4;14;1;2;4;1;2;1;2
12110;1;14;1;1;14;2;2;99;1;1;1;2
12111;1;14;1;4;14;1;1;5;1;2;1;2
12112;1;14;2;1;16;1;2;5;1;2;2;2
12113;1;14;2;4;13;1;1;5;1;2;2;2
12114;1;14;2;1;13;1;1;-1;1;2;2;2
12115;1;14;2;1;13;1;1;5;1;2;2;2
12116;1;14;2;2;13;1;1;5;1;2;2;2
12117;1;14;2;1;14;1;1;2;1;2;1;2
12118;1;14;2;4;13;1;2;4;1;2;2;2
12119;1;14;1;4;15;1;1;4;1;2;2;2
12120;1;14;1;1;13;1;2;-1;1;2;1;2
12121;1;14;1;2;16;1;1;1;1;1;1;2
12122;1;14;1;2;15;1;1;-1;1;2;1;2
12123;1;14;2;4;14;1;1;4;1;2;2;2
12124;1;14;1;4;14;1;1;4;1;2;2;2
12125;1;14;1;1;13;1;2;-1;1;2;2;2
12126;1;14;2;1;15;2;2;4;1;2;1;2
12127;1;14;1;1;14;1;2;5;3;2;2;2
12128;1;14;1;1;14;1;2;2;1;2;2;2
12129;1;14;1;4;14;1;1;-1;1;1;1;2
12130;1;14;1;3;17;1;1;-1;1;2;1;2
12131;1;14;2;1;14;1;1;4;1;2;1;2
12132;1;14;1;4;17;1;2;4;1;2;1;2
12133;1;14;2;4;15;1;2;1;4;1;1;2
12134;1;14;1;4;19;2;2;5;1;1;1;2
12135;1;14;1;4;16;1;1;-1;2;1;1;2
12136;1;14;1;4;14;2;2;5;1;1;1;2
12137;1;14;1;1;15;1;1;1;1;2;1;2
12138;1;14;1;1;15;1;1;5;2;2;1;2
12139;1;14;2;4;14;1;2;4;1;2;2;2
12140;1;14;1;4;16;1;2;5;1;2;1;1
12141;1;14;1;4;16;1;2;1;1;1;1;2
12142;1;14;2;4;16;1;2;-1;1;1;1;1
12143;1;14;1;1;17;2;2;1;1;2;2;2
12144;1;14;2;4;15;1;1;1;1;2;1;2
12145;1;14;1;4;17;1;1;-1;1;2;1;2
12146;1;14;2;1;19;1;2;1;1;2;2;2
12147;1;14;1;1;14;1;1;1;1;2;2;2
12148;1;14;2;4;14;1;1;-1;2;1;1;2
12149;1;14;2;5;14;1;1;-1;1;2;2;2
12150;1;14;2;4;14;1;1;-1;1;2;2;99
12151;1;14;1;1;15;1;1;-1;1;2;2;2
12152;1;14;2;4;15;1;1;-1;1;2;2;2
12153;1;14;2;4;13;1;2;-1;1;2;2;2
12154;1;14;1;4;16;1;1;2;1;2;2;2
12155;1;14;1;4;14;1;1;5;1;1;1;2
12156;1;14;2;4;13;1;1;-1;1;2;2;2
12157;1;14;2;1;15;1;2;-1;1;2;2;2
12158;1;14;2;4;13;1;1;5;1;2;1;2
12159;1;14;1;1;15;1;1;-1;1;1;1;2
12160;1;14;2;4;15;1;1;3;1;2;2;2
12161;1;14;2;1;15;1;1;-1;1;2;2;2
12162;1;14;1;1;14;1;1;-1;1;2;2;2
12163;1;14;2;4;14;1;1;4;1;2;1;2
12164;1;14;1;2;15;2;1;5;1;1;2;2
12165;1;14;1;4;14;2;2;-1;1;2;2;2
12166;1;14;1;2;15;1;2;-1;1;2;2;2
12167;1;14;1;1;16;1;2;-1;1;1;1;1
12168;1;14;2;1;14;1;1;5;1;2;1;2
12169;1;14;2;4;14;1;2;-1;1;2;1;2
12170;1;14;1;4;15;1;2;5;1;2;1;2
12171;1;14;1;1;14;1;1;-1;2;2;2;2
12172;1;14;1;4;14;1;1;5;1;2;2;2
12173;1;14;2;4;14;1;2;4;2;1;1;2
12174;1;14;2;4;14;2;1;4;1;2;1;2
12175;1;14;2;4;14;1;1;5;1;2;2;2
12176;1;14;1;4;16;1;2;-1;3;1;1;1
12177;1;14;2;1;16;1;2;5;1;2;2;2
12178;1;14;2;4;17;2;2;-1;1;2;2;2
12179;1;14;2;4;15;1;2;-1;1;2;2;2
12180;1;14;2;2;14;1;2;5;1;2;1;2
12181;1;14;1;1;16;1;2;-1;1;2;2;2
12182;1;14;1;4;14;1;1;-1;1;2;2;2
12183;1;14;2;1;14;1;1;5;1;2;1;2
12184;1;14;2;4;14;1;1;-1;1;2;1;1
12185;1;14;2;4;13;1;1;-1;1;2;2;2
12186;1;14;2;4;15;1;2;3;4;1;1;1
12187;1;14;1;2;15;1;2;-1;1;1;1;1
12188;1;14;2;4;14;1;2;-1;1;2;2;2
12189;1;14;2;4;14;1;1;5;1;2;2;2
12190;1;14;1;4;14;2;1;-1;1;2;2;2
12191;1;14;2;4;14;1;2;2;2;2;2;2
12192;1;14;2;4;14;1;2;5;1;2;2;2
12193;1;14;1;1;16;1;1;-1;2;2;1;2
12194;1;14;2;4;14;1;2;-1;1;2;1;2
12195;1;14;2;4;15;1;1;-1;1;1;1;1
12196;1;14;2;4;14;1;2;-1;1;2;1;2
12197;1;14;2;4;18;1;2;1;1;2;2;2
12198;1;14;2;4;14;1;1;-1;1;2;1;2
12199;1;14;1;1;16;2;1;-1;1;1;1;2
12200;1;14;1;1;17;1;1;-1;1;2;1;2
12201;1;14;2;4;14;1;2;-1;1;2;2;2
12202;1;14;1;4;14;1;1;-1;1;2;2;2
12203;1;14;2;4;13;2;2;5;1;2;2;2
12204;1;14;2;4;14;1;1;-1;1;2;1;2
12205;1;14;1;1;14;1;1;-1;1;2;1;2
12206;1;14;1;4;15;1;1;5;1;2;1;2
12207;1;14;1;2;16;1;1;-1;1;2;2;2
12208;1;14;1;2;14;1;1;-1;1;2;1;2
12209;1;14;2;4;16;2;2;1;1;1;1;2
12210;1;14;2;4;14;1;1;4;1;2;1;1
12211;1;14;1;4;16;2;2;-1;1;2;1;2
12212;1;14;1;4;14;2;2;-1;5;2;2;2
12213;1;14;1;4;15;1;2;-1;1;2;2;2
12214;1;14;1;4;14;1;1;5;1;2;2;2
12215;1;14;2;1;14;1;1;5;4;2;2;2
12216;1;14;1;1;15;1;2;5;1;1;1;2
12217;1;14;1;1;14;1;1;5;1;1;1;2
12218;1;14;1;4;14;2;2;4;4;1;1;2
12219;1;14;1;4;14;1;1;4;1;2;2;2
12220;1;14;1;3;14;1;1;4;1;1;1;2
12221;1;14;1;1;14;1;2;3;1;2;2;2
12222;1;14;2;2;15;1;2;4;1;2;2;2
12223;1;14;2;4;13;1;1;2;1;2;1;2
12224;1;14;1;4;14;1;2;-1;2;1;1;1
12225;1;14;1;4;14;2;2;-1;2;1;1;2
12226;1;14;1;4;15;2;2;5;4;2;2;2
12227;1;14;2;4;16;1;1;-1;1;2;1;2
12228;1;14;1;4;16;1;1;5;1;1;1;1
12229;1;14;2;4;14;1;1;-1;1;1;1;2
12230;1;14;2;4;15;1;1;5;1;2;2;2
12231;1;14;1;4;15;1;2;-1;1;1;1;1
12232;1;14;1;4;13;1;1;5;1;2;2;2
12233;1;14;1;4;14;1;1;3;1;2;2;2
12234;1;14;1;4;13;1;1;1;1;2;2;2
12235;1;14;2;4;16;2;1;-1;3;2;1;2
12236;1;14;2;4;13;1;2;5;3;2;1;2
12237;1;14;2;4;14;1;2;5;1;2;1;2
12238;1;14;1;4;14;1;2;5;1;2;2;2
12239;1;14;1;3;15;1;1;-1;1;2;2;2
12240;1;14;2;1;15;1;1;5;1;1;1;1
12241;1;14;2;4;13;2;2;4;1;2;1;2
12242;1;14;2;4;15;1;1;5;1;1;1;2
12243;1;14;1;4;14;1;1;1;1;2;1;2
12244;1;14;1;4;14;1;2;1;1;2;2;2
12245;1;14;1;2;15;1;2;5;1;1;2;2
12246;1;14;2;4;14;1;1;5;1;1;2;1
12247;1;14;2;4;15;1;2;5;4;2;2;2
12248;1;14;1;4;15;2;1;5;1;2;2;2
12249;1;14;1;4;14;1;1;-1;1;2;2;2
12250;1;14;2;4;15;1;2;4;99;2;2;2
12251;1;14;1;5;14;1;1;4;1;2;2;2
12252;1;14;1;4;14;2;2;2;1;1;1;2
12253;1;14;2;4;14;1;1;5;1;2;1;2
12254;1;14;2;1;15;1;1;1;1;2;1;2
12255;1;14;2;4;18;2;1;5;1;2;1;2
12256;1;14;2;1;14;1;2;5;1;2;1;2
12257;1;14;2;4;14;1;2;5;2;2;1;2
12258;1;14;2;2;14;1;1;-1;1;1;1;2
12259;1;14;1;4;14;1;1;4;3;2;2;2
12260;1;14;1;4;15;1;2;4;1;1;1;2
12261;1;14;1;1;16;2;2;-1;1;2;2;2
12262;1;14;2;4;16;2;2;3;1;2;2;2
12263;1;14;2;1;14;1;2;5;1;2;2;2
12264;1;14;2;4;14;1;1;4;1;2;1;2
12265;1;14;1;4;15;1;2;-1;5;2;1;2
12266;1;14;1;4;14;1;1;5;1;2;1;2
12267;1;14;2;2;14;2;1;5;1;1;1;1
12268;1;14;2;2;15;2;1;-1;1;2;2;2
12269;1;14;2;4;14;1;2;1;3;2;2;2
12270;1;14;1;4;16;2;1;5;2;2;2;2
12271;1;14;2;4;14;1;2;4;1;1;1;2
12272;1;14;2;1;14;1;1;5;1;2;1;2
12273;1;14;1;1;14;1;1;5;2;2;2;2
12274;1;14;1;1;13;1;1;-1;1;2;2;2
12275;1;14;1;1;13;1;1;-1;1;2;1;2
12276;1;14;2;4;13;1;2;3;1;2;2;2
12277;1;14;2;4;13;1;1;-1;3;2;1;2
12278;1;14;1;4;14;1;1;-1;1;2;1;2
12279;1;14;1;2;13;1;1;-1;1;2;1;2
12280;1;14;1;3;13;1;1;-1;4;2;2;2
12281;1;14;1;3;13;1;1;4;1;1;1;2
12282;1;14;1;2;13;1;1;4;1;2;2;2
12283;1;14;2;4;13;1;1;5;1;2;2;2
12284;1;14;1;5;14;1;1;5;1;2;2;2
12285;1;14;1;2;14;1;2;1;2;2;2;2
12286;1;14;1;4;15;1;1;5;1;1;1;2
12287;1;14;2;4;14;1;1;4;5;2;1;2
12288;1;14;2;4;14;2;1;-1;1;2;1;2
12289;1;14;1;4;15;2;1;1;2;2;2;2
12290;1;14;2;4;14;1;2;5;1;2;2;2
12291;1;14;2;4;15;2;2;4;3;2;1;2
12292;1;14;2;1;13;1;2;-1;1;2;2;2
12293;1;14;2;1;16;1;2;5;1;2;2;2
12294;1;14;1;2;14;1;1;-1;4;2;2;2
12295;1;14;1;4;15;1;1;-1;1;1;1;2
12296;1;14;1;2;14;1;1;-1;1;1;1;2
12297;1;14;1;1;14;1;1;-1;1;1;1;2
12298;1;14;1;4;14;1;1;5;1;2;2;2
12299;1;14;2;1;14;1;2;4;1;2;2;2
12300;1;14;1;1;15;1;2;-1;1;2;2;2
12301;1;14;1;4;14;2;1;-1;2;2;1;2
12302;1;14;2;4;14;2;2;-1;1;1;2;2
12303;1;14;1;4;15;1;1;-1;1;1;1;1
12304;1;14;2;1;14;1;1;-1;1;2;2;2
12305;1;14;1;4;14;1;1;4;1;2;1;2
12306;1;14;2;4;14;1;1;-1;1;1;1;2
12307;1;14;2;4;15;1;2;-1;1;2;2;2
12308;1;14;1;2;14;1;1;5;1;2;2;2
12309;1;14;2;4;15;1;1;-1;1;1;1;2
12310;1;14;1;1;15;1;1;-1;3;2;1;2
12311;1;14;2;1;14;1;1;5;1;2;2;2
12312;1;14;1;4;14;1;1;5;1;2;2;2
12313;1;14;1;1;15;1;1;-1;3;1;1;2
12314;1;14;2;1;14;1;1;5;3;2;1;2
12315;1;14;2;4;14;1;2;-1;1;2;1;2
12316;1;14;2;4;15;1;1;5;3;1;1;2
12317;1;14;1;4;15;1;1;-1;2;2;2;2
12318;1;14;1;4;17;2;1;4;1;2;2;2
12319;1;14;1;4;17;1;1;-1;3;1;1;2
12320;1;14;1;4;15;1;1;-1;1;2;2;2
12321;1;14;1;4;15;1;1;3;3;1;1;2
12322;1;14;1;4;15;1;1;5;1;2;2;2
12323;1;14;2;4;15;2;1;4;3;2;1;2
12324;1;14;2;4;15;1;2;3;3;1;1;2
12325;1;14;1;1;15;1;2;1;1;2;2;2
12326;1;14;1;4;16;1;2;4;4;1;1;1
12327;1;14;2;4;16;1;1;-1;1;2;2;2
12328;1;14;1;4;16;2;1;-1;1;1;1;2
12329;1;14;1;4;16;2;1;-1;1;2;1;2
12330;1;14;2;4;14;1;2;5;1;2;2;2
12331;1;14;1;4;16;1;1;4;1;2;1;1
12332;1;14;1;4;16;1;1;-1;1;2;2;2
12333;1;14;1;3;15;1;1;4;1;2;2;2
12334;1;14;2;4;14;1;2;-1;2;2;1;2
12335;1;14;2;4;15;1;1;5;1;2;1;2
12336;1;14;1;3;17;1;2;-1;3;1;1;1
12337;1;14;2;1;15;1;1;5;1;2;2;2
12338;1;14;1;4;16;1;1;-1;1;2;2;2
12339;1;14;2;4;14;1;1;5;1;2;2;2
12340;1;14;1;4;15;2;1;5;1;2;2;2
12341;1;14;2;4;15;1;1;5;1;2;1;2
12342;1;14;2;4;15;1;1;-1;3;2;2;2
12343;1;14;2;4;15;1;2;4;1;2;2;2
12344;1;14;1;4;16;1;2;-1;2;2;2;2
12345;1;14;1;4;16;1;1;3;3;1;1;2
12346;1;14;2;4;17;1;1;5;1;2;1;2
12347;1;14;1;4;15;99;2;-1;1;2;1;2
12348;1;14;2;4;16;1;1;4;2;2;2;2
12349;1;14;1;2;14;2;2;-1;3;2;2;2
12350;1;14;1;4;16;1;2;5;1;1;1;1
12351;1;14;2;4;17;1;2;-1;1;1;1;2
12352;1;14;2;2;15;1;1;5;1;1;1;2
12353;1;14;1;1;16;2;1;-1;1;2;2;2
12354;1;14;1;4;16;1;2;-1;1;2;2;2
12355;1;14;2;2;15;1;2;5;2;1;1;1
12356;1;14;1;3;15;1;2;4;1;2;2;2
12357;1;14;2;4;13;1;1;-1;3;2;1;2
12358;1;14;2;4;14;1;2;-1;1;2;2;2
12359;1;14;1;1;16;1;2;-1;1;1;1;1
12360;1;14;2;4;15;1;2;-1;3;2;2;2
12361;1;14;2;1;14;1;2;1;2;2;2;2
12362;1;14;2;4;16;1;1;-1;3;2;2;2
12363;1;14;1;4;15;2;1;1;1;2;2;2
12364;1;14;2;4;16;1;2;-1;3;2;1;2
12365;1;14;1;4;13;2;1;4;1;2;1;2
12366;1;14;2;2;14;1;2;5;1;2;1;2
12367;1;14;2;4;15;1;2;5;1;2;1;2
12368;1;14;2;4;14;1;2;-1;1;1;1;1
12369;1;14;2;4;15;1;1;1;1;1;1;2
12370;1;14;2;5;13;1;1;-1;3;1;1;2
12371;1;14;2;4;16;1;2;-1;2;2;2;2
12372;1;14;2;4;14;1;1;-1;1;2;1;2
12373;1;14;1;4;14;1;2;1;3;1;1;2
12374;1;14;1;5;14;2;2;1;4;2;1;2
12375;1;14;1;2;14;1;1;-1;1;2;2;2
12376;1;14;1;2;15;1;2;1;3;2;2;2
12377;1;14;1;1;15;1;1;-1;99;2;2;2
12378;1;14;1;4;14;1;2;5;1;2;2;2
12379;1;14;2;4;14;1;1;5;3;1;1;2
12380;1;14;2;1;13;1;1;5;1;2;2;2
12381;1;14;1;4;16;1;1;1;1;2;1;2
12382;1;14;1;2;14;1;1;4;1;2;2;2
12383;1;14;2;4;15;1;2;5;1;2;2;2
12384;1;14;2;4;13;1;2;-1;1;2;1;2
12385;1;14;2;4;13;1;1;5;2;2;1;2
12386;1;14;1;4;15;1;2;5;1;2;1;2
12387;1;14;1;1;17;1;2;4;1;1;1;2
12388;1;14;2;2;16;1;1;5;1;2;1;2
12389;1;14;2;4;14;1;1;4;1;2;1;2
12390;1;14;2;1;13;1;2;-1;3;2;1;2
12391;1;14;1;1;14;1;1;5;3;2;2;2
12392;1;14;1;4;14;1;1;-1;1;2;1;2
12393;1;14;2;4;14;1;1;4;1;2;2;2
12394;1;14;2;1;15;1;1;5;1;2;2;2
12395;1;14;2;4;14;1;2;-1;1;2;2;2
12396;1;14;2;1;14;1;1;2;1;2;2;2
12397;1;14;1;4;15;1;1;-1;1;2;2;2
12398;1;14;2;4;17;1;1;4;1;2;1;2
12399;1;14;1;4;15;1;2;1;1;2;2;2
12400;1;14;1;4;14;1;1;2;2;2;1;2
12401;1;14;1;4;13;1;2;2;1;1;1;2
12402;1;14;1;1;14;1;1;-1;2;2;2;2
12403;1;14;1;4;14;1;1;-1;1;2;1;2
12404;1;14;2;4;15;1;1;-1;1;2;2;2
12405;1;14;1;2;13;1;1;4;1;2;2;2
12406;1;14;1;1;15;1;1;3;1;2;1;2
12407;1;14;2;4;14;1;2;4;1;2;1;2
12408;1;14;2;3;14;1;1;5;1;2;2;2
12409;1;14;2;4;13;1;1;1;1;2;2;2
12410;1;14;1;2;14;1;1;4;1;1;1;1
12411;1;14;2;1;13;1;1;-1;1;2;1;2
12412;1;14;1;4;14;2;1;2;1;2;1;2
12413;1;14;1;2;15;1;2;-1;3;2;1;2
12414;1;14;1;3;14;1;2;5;1;2;2;2
12415;1;14;1;4;14;1;1;1;1;1;1;2
12416;1;14;2;4;14;1;1;-1;3;2;2;2
12417;1;14;2;4;14;1;1;4;1;2;1;2
12418;1;14;2;4;14;1;1;4;1;2;2;2
12419;1;14;1;3;14;1;1;3;3;2;2;2
12420;1;14;1;4;19;1;1;5;1;1;2;2
12421;1;14;2;4;16;2;2;-1;3;1;1;2
12422;1;14;2;4;15;1;1;4;1;2;2;2
12423;1;14;1;4;14;1;1;-1;1;2;2;2
12424;1;14;2;4;17;1;1;5;3;1;1;2
12425;1;14;1;4;14;2;2;5;1;1;1;1
12426;1;14;2;4;15;1;1;5;3;2;2;2
12427;1;14;1;4;13;1;1;5;1;2;2;2
12428;1;14;1;4;16;1;2;5;3;1;1;2
12429;1;14;1;4;14;2;2;5;3;1;1;1
12430;1;14;1;4;14;1;1;1;4;1;2;1
12431;1;14;2;4;15;1;2;-1;1;1;1;2
12432;1;14;1;1;13;1;2;1;1;2;1;2
12433;1;14;1;1;14;1;1;2;1;1;1;1
12434;1;14;1;3;16;1;1;5;1;2;1;2
12435;1;14;1;1;13;1;2;5;1;1;1;2
12436;1;14;2;4;16;1;2;5;1;2;1;2
12437;1;14;1;4;14;1;2;4;1;2;1;2
12438;1;14;2;4;15;1;2;-1;1;2;2;2
12439;1;14;1;4;14;2;1;5;2;2;1;2
12440;1;14;1;4;14;1;1;5;1;2;2;2
12441;1;14;1;1;15;2;1;5;2;2;2;2
12442;1;14;1;4;14;1;1;4;2;2;2;2
12443;1;14;2;2;14;1;1;5;4;2;2;2
12444;1;14;1;2;15;1;2;5;1;2;2;2
12445;1;14;2;4;14;1;1;5;1;2;2;2
12446;1;14;1;5;15;1;1;5;1;1;1;2
12447;1;14;2;4;15;1;1;5;1;1;1;2
12448;1;14;1;3;15;1;2;-1;4;1;1;1
12449;1;14;2;2;14;1;2;3;2;2;1;2
12450;1;14;1;4;15;1;1;3;1;2;2;2
12451;1;14;1;3;15;2;1;-1;4;1;1;1
12452;1;14;1;4;15;1;2;5;1;1;1;2
12453;1;14;1;1;15;1;2;5;1;1;2;2
12454;1;14;1;1;16;1;1;1;4;2;1;2
12455;1;14;2;4;14;2;1;5;1;1;1;1
12456;1;14;1;4;15;1;1;-1;1;2;2;2
12457;1;14;1;4;16;2;2;5;3;1;1;1
12458;1;14;2;1;15;2;2;5;1;2;1;2
